Order,Family,Genus and species,Genus,Species,Author,Status ,notes,Kauai,Oahu,Molokai,Lanai,Kahoolawe,Maui,HawaiiIsland
COLEOPTERA,Staphylinidae,Oligota anomalocera,Oligota,anomalocera,"Sharp, 1908",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Oligota bicolor,Oligota,bicolor,"Sharp, 1908",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Oligota brevicollis,Oligota,brevicollis,"Sharp, 1908",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Oligota clavicornis,Oligota,clavicornis,"Sharp, 1880",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Oligota cribripennis,Oligota,cribripennis,"Sharp, 1908",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Oligota currax,Oligota,currax,"Sharp, 1908",end,"FH-Olaa; Gruner, 2004-6 Oligota spp.",,,,,,,Ha
COLEOPTERA,Staphylinidae,Oligota extranea,Oligota,extranea,"Sharp, 1908",end,,,,Mo,,,,
COLEOPTERA,Staphylinidae,Oligota frontalis,Oligota,frontalis,"Sharp, 1908",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Oligota glabra,Oligota,glabra,"Sharp, 1880",end,"FH-Kona 3000 ft, various dry dead wood above 3000 ft, Kilauea, Hilo 1800-2000 ft; Gruner,2004-6 Oligota spp.",,,Mo,Ln,,Ma,Ha
COLEOPTERA,Staphylinidae,Oligota gymnusa,Oligota,gymnusa,"Sharp, 1908",end,,,,,Ln,,,
COLEOPTERA,Staphylinidae,Oligota haleakalae,Oligota,haleakalae,"Sharp, 1908",end,,,,,,,Ma,
COLEOPTERA,Staphylinidae,Oligota insolita,Oligota,insolita,"Sharp, 1908",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Oligota kauaiensis,Oligota,kauaiensis,"Blackburn, 1885",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Oligota latifrons,Oligota,latifrons,"Sharp, 1908",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Oligota latipennis,Oligota,latipennis,"Sharp, 1908",end,"FH-Olaa; Gruner, 2004-6 Oligota spp.",,,,,,,Ha
COLEOPTERA,Staphylinidae,Oligota longipennis,Oligota,longipennis,"Blackburn, 1885",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Oligota mutanda,Oligota,mutanda,"Sharp, 1880",end,"FH-Mauna Loa 4000 ft, Kilauea, Kona 5000 ft; Gruner,2004-6 Oligota spp.",,,,,,Ma,Ha
COLEOPTERA,Staphylinidae,Oligota oahuensis,Oligota,oahuensis,"Sharp, 1908",end,,,Oa,,Ln,,,
COLEOPTERA,Staphylinidae,Oligota parca,Oligota,parca,"Sharp, 1908",end,,,,Mo,,,,
COLEOPTERA,Staphylinidae,Oligota pernigra,Oligota,pernigra,"Sharp, 1908",end,,,,,Ln,,,
COLEOPTERA,Staphylinidae,Oligota polita,Oligota,polita,"Sharp, 1880",end,,Ka,Oa,,,,,
COLEOPTERA,Staphylinidae,Oligota prolixa,Oligota,prolixa,"Sharp, 1885",end,"FH-1885 original Hawaii locality based on vague Blackburn recollection, never found for sure on Ha",Ka,Oa,,Ln,,Ma,Ha
COLEOPTERA,Staphylinidae,Oligota scripta,Oligota,scripta,"Sharp, 1908",end,FH-Kilauea,Ka,,,,,Ma,Ha
COLEOPTERA,Staphylinidae,Oligota scripta laetior,Oligota,scripta laetior,"Sharp, 1908",end,FH-Hualalai 5000 ft,,,,,,,Ha
COLEOPTERA,Staphylinidae,Oligota simulans,Oligota,simulans,"Blackburn, 1885",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Oligota tenuicornis,Oligota,tenuicornis,"Sharp, 1908",end,"FH-Kilauea; Gruner, 2004-6 Oligota spp.",,,,,,,Ha
COLEOPTERA,Staphylinidae,Oligota variegata,Oligota,variegata,"Blackburn, 1885",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Ophiomedon incomptus,Ophiomedon,incomptus,"(Sharp, 1885)",end,"FH and Sharp 1885-Hilo 1500 ft and Mauna Loa 4000 ft, Freycinetis flowers",,,,,,,Ha
COLEOPTERA,Staphylinidae,Ophiomedon sharpi,Ophiomedon,sharpi,"Bernhauer & Schubert, 1912",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Neosorius rufipes,Neosorius,rufipes,"(Motschulsky, 1857)",adv,"Fullaway-PHES v5 pg75-Olaa; Neosorius brevipennis is fossorial rove beetle-grass pest by tunneling and piling dirt on golf courses, similar habits in genus?",,Oa,Mo,,,,Ha
COLEOPTERA,Staphylinidae,Osorius rufipes,Osorius,rufipes,"Motschulsky, 1857",adv,junior synonym of Neosorius rufipes,,Oa,Mo,,,,Ha
COLEOPTERA,Staphylinidae,Oxytelus incisus,Oxytelus,incisus,"Motschulsky, 1857",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Oxytelus sculptus,Oxytelus,sculptus,"Gravenhorst, 1806",adv,,,,Mo,,,,
COLEOPTERA,Staphylinidae,Phacophallus parumpunctatus,Phacophallus,parumpunctatus,"(Gyllenhal, 1827)",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Philonthus discoideus,Philonthus,discoideus,"(Gravenhorst, 1802)",adv,often see Philonthus in forest,Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Staphylinidae,Philonthus sp.,Philonthus,sp.,,adv,often see Philonthus in forest,Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Staphylinidae,Philonthus haddeni,Philonthus,haddeni,"(Bierig, 1932)",adv?,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Philonthus longicornis,Philonthus,longicornis,"Stephens, 1832",adv,often see Philonthus in forest,Ka,Oa,,Ln,,,Ha
COLEOPTERA,Staphylinidae,Philonthus prolatus,Philonthus,prolatus,"Sharp, 1874",adv,,,,,,,,
COLEOPTERA,Staphylinidae,Philonthus rectangulus,Philonthus,rectangulus,"Sharp, 1874",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Philonthus scybalarius,Philonthus,scybalarius,"Nordmann, 1837",adv,often see Philonthus in forest,Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Staphylinidae,Philonthus turbidus,Philonthus,turbidus,"Erichson, 1840",adv,often see Philonthus in forest,Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Staphylinidae,Philothalpus analis,Philothalpus,analis,"(Erichson, 1840)",pur,,,Oa,,Ln,,Ma,
COLEOPTERA,Staphylinidae,Phlaeopora cingulata,Phlaeopora,cingulata,"Sharp, 1880",adv,,,Oa,,Ln,,,
COLEOPTERA,Staphylinidae,Phlaeopora diluta,Phlaeopora,diluta,"Sharp, 1880",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Platystethus americanus,Platystethus,americanus,"Erichson, 1840",adv,,,,Mo,,,Ma,
COLEOPTERA,Staphylinidae,Platystethus sp.,Platystethus,sp.,,adv,,,Oa,,,,Ma,
COLEOPTERA,Staphylinidae,Somatium oviformis,Somatium,oviformis,"Casey, 1893",adv,,,,,,,,
COLEOPTERA,Staphylinidae,Sunius debilicornis,Sunius,debilicornis,"(Wollaston, 1857)",adv,,,Oa,Mo,,,,
COLEOPTERA,Staphylinidae,Tachinus sp.,Tachinus,sp.,,adv,,,,,Ln,,,
COLEOPTERA,Staphylinidae,Thoracophorus blackburni,Thoracophorus,blackburni,"(Sharp, 1880)",end,"FH-Kona, 3000 & 4000 ft.",Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Staphylinidae,Thoracophorus brevipennis,Thoracophorus,brevipennis,"Sharp, 1880",end,,,Oa,,,,Ma,
COLEOPTERA,Staphylinidae,Thyreocephalus albertisi,Thyreocephalus,albertisi,"(Fauvel, 1877)",pur,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Xanthocorynus deceptor,Xanthocorynus,deceptor,"Sharp, 1908",end,,Ka,,,,,,
COLEOPTERA,Tenebrionidae,Adelina plana,Adelina,plana,"(Fabricius, 1801)",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Alphitobius diaperinus,Alphitobius,diaperinus,"(Panzer, 1796)",adv,,,Oa,,,,Ma,
COLEOPTERA,Tenebrionidae,Alphitobius laevigatus,Alphitobius,laevigatus,"(Fabricius, 1781)",adv,"nbii-Hilo only on BI, also atols and other low el loc; black fungus beetle",Ka,Oa,,Ln,,,Ha
COLEOPTERA,Tenebrionidae,Amarygmus morio,Amarygmus,morio,"(Fabricius, 1777)",adv,"nbii-Hilo, Wahaula Heiau",,Oa,,,,,Ha
COLEOPTERA,Tenebrionidae,Ammophorus insularis,Ammophorus,insularis,"(Boheman, 1858)",adv,"nbii-all low elevation except possibly saddle road, no el. Provided",,Oa,Mo,,,Ma,Ha
COLEOPTERA,Tenebrionidae,Archeoglenes nemoralis,Archeoglenes,nemoralis,"Ford, 1968",end?,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Blapstinus dilatatus,Blapstinus,dilatatus,"Le Conte, 1851",adv,"nbii-all drier sites, Kona, Pohakuloa, etc.",,Oa,Mo,Ln,,,Ha
COLEOPTERA,Tenebrionidae,Blapstinus histricus,Blapstinus,histricus,"Casey, 1890",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Conibius sp.nr. brunnipes,Conibius,sp.nr. brunnipes,"Champion, 1885",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Diaperis maculatus,Diaperis,maculatus,"Olivier, 1791",adv,"nbii-one collection BI, Saddle Rd. no el.",,Oa,,,,,Ha
COLEOPTERA,Tenebrionidae,Eutochia lateralis,Eutochia,lateralis,"(Boheman, 1858)",adv,PacSci-Pemberton v17n2 pg251,Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Tenebrionidae,Gnathocerus cornutus,Gnathocerus,cornutus,"(Fabricius, 1798)",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Gnathocerus maxillosus,Gnathocerus,maxillosus,"(Fabricius, 1801)",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Gonocephalum adpressiforme,Gonocephalum,adpressiforme,"Kaszab, 1951",adv,nbii-all low elevation except poss Humuula,Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Tenebrionidae,Gonocephalum bilineatum,Gonocephalum,bilineatum,"(Walker, 1858)",adv,"nbii-all in towns, drier areas",,,,,,,Ha
COLEOPTERA,Tenebrionidae,Hypophloeus maehleri,Hypophloeus,maehleri,"Kulzer, 1956",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Latheticus oryzae,Latheticus,oryzae,"Waterhouse, 1880",adv,,,,,,,,
COLEOPTERA,Tenebrionidae,Lobometopon diremptus,Lobometopon,diremptus,"(Karsch, 1881)",adv,"nbii-all in towns, drier areas",Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Tenebrionidae,Lyphia angusta,Lyphia,angusta,"(Lucas, 1849)",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Mesomorphus vitalisi,Mesomorphus,vitalisi,"Chatanay, 1917",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Myrmechixenus vaporariorum,Myrmechixenus,vaporariorum,"Guerin-Meneville, 1843",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Palembus ocularis,Palembus,ocularis,"Casey, 1892",adv,,Ka,,,,,,
COLEOPTERA,Tenebrionidae,Palorus foveicollis,Palorus,foveicollis,"Blair, 1930",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Palorus ratzeburgi,Palorus,ratzeburgi,"(Wissmann, 1848)",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Palorus subdepressus,Palorus,subdepressus,"(Wollaston, 1864)",adv,,,,,,,,
COLEOPTERA,Tenebrionidae,Platydema obscurum,Platydema,obscurum,"Sharp, 1885",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Platydema subfascia,Platydema,subfascia,"(Walker, 1858)",adv,,Ka,Oa,Mo,,,Ma,
COLEOPTERA,Tenebrionidae,Sciophagus pandanicola,Sciophagus,pandanicola,"(Boisduval, 1835)",ind,,Ka,Oa,,,,,
COLEOPTERA,Tenebrionidae,Tagalus fordi,Tagalus,fordi,"Kulzer, 1957",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Tenebrio molitor,Tenebrio,molitor,"Linnaeus, 1758",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Tenebrio obscurus,Tenebrio,obscurus,"Fabricius, 1792",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Tribolium castaneum,Tribolium,castaneum,"(Herbst, 1797)",adv,nbii-Kona; red flour beetle,Ka,Oa,,,,,Ha
COLEOPTERA,Tenebrionidae,Tribolium confusum,Tribolium,confusum,"Jacquelin du Val, 1868",adv,,,Oa,,,,,
COLEOPTERA,Tenebrionidae,Uloma bonzica,Uloma,bonzica,"Marseul, 1876",adv,,,Oa,,,,,
COLEOPTERA,Throscidae,Trixagus extraneus,Trixagus,extraneus,"Fisher, 1942",adv,,,Oa,,,,,
COLEOPTERA,Trogidae,Trox procerus,Trox,procerus,"(Harold, 1872)",pur,,,Oa,,,,,
COLEOPTERA,Trogidae,Trox scaber,Trox,scaber,"(Linnaeus, 1758)",adv,"FH-above Hilo, 1908 pg 401",,,,,,,Ha
COLEOPTERA,Trogidae,Trox uberosus,Trox,uberosus,"Fabricius, 1775",adv,,Ka,Oa,,,,,
COLEOPTERA,Trogositidae,Lophacateres pusillus,Lophacateres,pusillus,"(Klug, 1834)",adv,,,Oa,,,,,
COLEOPTERA,Trogositidae,Tenebroides mauritanicus,Tenebroides,mauritanicus,"(Linnaeus, 1758)",adv,,,Oa,Mo,,,,
COLEOPTERA,Trogositidae,Tenebroides nanus,Tenebroides,nanus,"(Melsheimer, 1844)",adv,,,Oa,,,,,
COLLEMBOLA,Entomobryidae,Cyphoderus similis,Cyphoderus,similis,"Folsom, 1927",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
COLLEMBOLA,Entomobryidae,Cyphoderus squamidives,Cyphoderus,squamidives,"Silvestri, 1917",adv,,,Oa,,,,,
COLLEMBOLA,Entomobryidae,Entomobrya albocincta,Entomobrya,albocincta,"(Templeton, 1835)",adv,,,,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya atrocincta,Entomobrya,atrocincta,"Schoett, 1896",adv,,Ka,Oa,Mo,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya griseoolivata,Entomobrya,griseoolivata,"(Packard, 1873)",adv,,Ka,Oa,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya guthriei,Entomobrya,guthriei,"Mills, 1931",adv,,Ka,Oa,Mo,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya haikea,Entomobrya,haikea,"Christiansen & Bellinger, 1992",end,,Ka,Oa,,Ln,,,Ha
COLLEMBOLA,Entomobryidae,Entomobrya hihiu,Entomobrya,hihiu,"Christiansen & Bellinger, 1992",end,,,,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya insularis,Entomobrya,insularis,"Carpenter, 1904",end,,,,,,,,Ha
COLLEMBOLA,Entomobryidae,Entomobrya kalakaua,Entomobrya,kalakaua,"Carpenter, 1904",end,,Ka,Oa,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya kea,Entomobrya,kea,"Christiansen & Bellinger, 1992",end,,,Oa,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya laha,Entomobrya,laha,"Christiansen & Bellinger, 1992",end,,Ka,Oa,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya malena,Entomobrya,malena,"Christiansen & Bellinger, 1992",end,,,Oa,,,,,Ha
COLLEMBOLA,Entomobryidae,Entomobrya marginata,Entomobrya,marginata,"Tullberg, 1871",adv,,,,,,,,
COLLEMBOLA,Entomobryidae,Entomobrya mauka,Entomobrya,mauka,"Christiansen & Bellinger, 1992",end,,,,Mo,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya mauna,Entomobrya,mauna,"Christiansen & Bellinger, 1992",end,,Ka,,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya multifasciata,Entomobrya,multifasciata,"(Tullberg, 1871)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya nani,Entomobrya,nani,"Christiansen & Bellinger, 1992",end,,,,Mo,Ln,,,
COLLEMBOLA,Entomobryidae,Entomobrya nyhusae,Entomobrya,nyhusae,"Christiansen & Bellinger, 1992",end,,Ka,Oa,,,,,Ha
COLLEMBOLA,Entomobryidae,Entomobrya panoanoa,Entomobrya,panoanoa,"Christiansen & Bellinger, 1992",end,,Ka,Oa,,,,,Ha
COLLEMBOLA,Entomobryidae,Entomobrya powehi,Entomobrya,powehi,"Christiansen & Bellinger, 1992",end,,Ka,Oa,Mo,,,,Ha
COLLEMBOLA,Entomobryidae,Entomobrya puakea,Entomobrya,puakea,"Christiansen & Bellinger, 1992",end,,Ka,,Mo,,,,
COLLEMBOLA,Entomobryidae,Entomobrya sauteri,Entomobrya,sauteri,"Boerner, 1909",adv,,Ka,,Mo,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya socia,Entomobrya,socia,"(Denis, 1929)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
COLLEMBOLA,Entomobryidae,Entomobrya unostrigata,Entomobrya,unostrigata,"Stach, 1930",adv,,,,,,,,
COLLEMBOLA,Entomobryidae,Harlomillsia oculata,Harlomillsia,oculata,"(Mills, 1937)",adv,,,Oa,Mo,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Hawinella kuaola,Hawinella,kuaola,"Christiansen & Bellinger, 1992",end,,,Oa,,,,,
COLLEMBOLA,Entomobryidae,Hawinella lava,Hawinella,lava,"Bellinger & Christiansen, 1974",end,,,Oa,,,,,Ha
COLLEMBOLA,Entomobryidae,Heteromurus tenuicornis,Heteromurus,tenuicornis,"Boerner, 1906",adv,,,Oa,,,,,
COLLEMBOLA,Entomobryidae,Lepidocyrtus aho,Lepidocyrtus,aho,"Christiansen & Bellinger, 1992",end,,,Oa,,,,,
COLLEMBOLA,Entomobryidae,Lepidocyrtus apo,Lepidocyrtus,apo,"Christiansen & Bellinger, 1992",end,,Ka,Oa,Mo,,,,Ha
COLLEMBOLA,Entomobryidae,Lepidocyrtus eeu,Lepidocyrtus,eeu,"Christiansen & Bellinger, 1992",end,,Ka,Oa,Mo,Ln,,Ma,Ha
COLLEMBOLA,Entomobryidae,Lepidocyrtus hakea,Lepidocyrtus,hakea,"Christiansen & Bellinger, 1992",end,,,Oa,,Ln,,Ma,
COLLEMBOLA,Entomobryidae,Lepidocyrtus heterophthalmus,Lepidocyrtus,heterophthalmus,"Carpenter, 1904",adv,"had been listed as probably present; from ""Mauna Loa 4000 ft"", Perkins",,,,,,,Ha
COLLEMBOLA,Entomobryidae,Lepidocyrtus hukulii,Lepidocyrtus,hukulii,"Christiansen & Bellinger, 1992",end,,,Oa,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Lepidocyrtus immaculatus,Lepidocyrtus,immaculatus,"Folsom, 1932",end,,Ka,Oa,Mo,Ln,,Ma,Ha
COLLEMBOLA,Entomobryidae,Lepidocyrtus inornatus,Lepidocyrtus,inornatus,"Folsom, 1932",adv,,,Oa,,,,,
COLLEMBOLA,Entomobryidae,Lepidocyrtus kuakea,Lepidocyrtus,kuakea,"Christiansen & Bellinger, 1992",end,,,Oa,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Lepidocyrtus mele,Lepidocyrtus,mele,"Christiansen & Bellinger, 1992",end,,Ka,Oa,Mo,Ln,,Ma,Ha
COLLEMBOLA,Entomobryidae,Lepidocyrtus olena,Lepidocyrtus,olena,"Christiansen & Bellinger, 1992",end,,Ka,Oa,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Lepidocyrtus pallidus,Lepidocyrtus,pallidus,"Reuter, 1890",adv,,,Oa,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Lepidocyrtus poko,Lepidocyrtus,poko,"Christiansen & Bellinger, 1992",end,,,Oa,,,,,
COLLEMBOLA,Entomobryidae,Lepidocyrtus uku,Lepidocyrtus,uku,"Christiansen & Bellinger, 1992",end,,Ka,,,,,,
COLLEMBOLA,Entomobryidae,Lepidocyrtus violaceus,Lepidocyrtus,violaceus,"(Fourcroy, 1785)",adv,,,,,,,Ma,
COLLEMBOLA,Entomobryidae,Orchesellides sinensis,Orchesellides,sinensis,"(Denis, 1929)",adv,,,,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Pseudosinella fujiokai,Pseudosinella,fujiokai,"Yosii, 1964",adv?,,Ka,Oa,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Pseudosinella kalalauensis,Pseudosinella,kalalauensis,"Christiansen & Luther, 1986",end,,Ka,Oa,,Ln,,,
COLLEMBOLA,Entomobryidae,Pseudosinella lahainaensis,Pseudosinella,lahainaensis,"Christiansen & Luther, 1986",end,,,,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Pseudosinella octopunctata,Pseudosinella,octopunctata,"Boemer, 1901",adv,,,,Mo,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Salina celebensis,Salina,celebensis,"(Schaeffer, 1898)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
COLLEMBOLA,Entomobryidae,Seira gobalezai,Seira,gobalezai,"Christiansen & Bellinger, 1992",end,,,Oa,,,,,
COLLEMBOLA,Entomobryidae,Seira lelo,Seira,lelo,"Christiansen & Bellinger, 1992",end,,,,,,,,Ha
COLLEMBOLA,Entomobryidae,Seira pihulu,Seira,pihulu,"Christiansen & Bellinger, 1992",end?,,,,,,,,Ha
COLLEMBOLA,Entomobryidae,Seira taeniata,Seira,taeniata,"(Handschin, 1925)",adv,,,,,,,,
COLLEMBOLA,Entomobryidae,Seira terrestris,Seira,terrestris,"(Folsom, 1932)",adv,,Ka,Oa,Mo,,,,Ha
COLLEMBOLA,Entomobryidae,Sinella borerae,Sinella,borerae,"Christiansen & Bellinger, 1992",end,,,Oa,,Ln,,Ma,Ha
COLLEMBOLA,Entomobryidae,Sinella caeca,Sinella,caeca,"(Schoett, 1896)",adv,,,Oa,,,,,Ha
COLLEMBOLA,Entomobryidae,Sinella curviseta,Sinella,curviseta,"Brook, 1882",adv,,,Oa,,Ln,,Ma,Ha
COLLEMBOLA,Entomobryidae,Sinella kukae,Sinella,kukae,"Christiansen & Bellinger, 1992",end,,,,,,,Ma,
COLLEMBOLA,Entomobryidae,Sinella lua,Sinella,lua,"Christiansen & Bellinger, 1992",end,,,Oa,,,,,
COLLEMBOLA,Entomobryidae,Sinella nupa,Sinella,nupa,"Christiansen & Bellinger, 1992",end,,,,,,,Ma,
COLLEMBOLA,Entomobryidae,Sinella yosiia,Sinella,yosiia,"Bellinger & Christiansen, 1974",end,,,,,Ln,,Ma,Ha
COLLEMBOLA,Entomobryidae,Tomocerus minor,Tomocerus,minor,"(Lubbock, 1862)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
COLLEMBOLA,Entomobryidae,Willowsia jacobsoni,Willowsia,jacobsoni,"(Boemer, 1913)",adv,,,Oa,,,,Ma,Ha
COLLEMBOLA,Entomobryidae,Willowsia kahlertae,Willowsia,kahlertae,"Christiansen & Bellinger, 1992",end,,,Oa,,Ln,,,Ha
COLLEMBOLA,Entomobryidae,Willowsia mekila,Willowsia,mekila,"Christiansen & Bellinger, 1992",end,,,Oa,,,,,
COLLEMBOLA,Hypogastruridae,Aethiopella kuolo,Aethiopella,kuolo,"Christiansen & Bellinger, 1992",end,,Ka,,,,,,
COLLEMBOLA,Hypogastruridae,Anurida anini,Anurida,anini,"Christiansen & Bellinger, 1992",end,,,,,,,,Ha
COLLEMBOLA,Hypogastruridae,Brachystomella contorta,Brachystomella,contorta,"Denis, 1931",adv?,,Ka,Oa,,,,Ma,Ha
COLLEMBOLA,Hypogastruridae,Brachystomella hawaiiensis,Brachystomella,hawaiiensis,"Yosii, 1965",end?,,,Oa,,,,,
COLLEMBOLA,Hypogastruridae,Brachystomella heo,Brachystomella,heo,"Christiansen & Bellinger, 1992",end,,,Oa,,,,,
COLLEMBOLA,Hypogastruridae,Brachystomella kahakai,Brachystomella,kahakai,"Christiansen & Bellinger, 1992",end,,,,,,,,Ha
COLLEMBOLA,Hypogastruridae,Brachystomella kiko,Brachystomella,kiko,"Christiansen & Bellinger, 1992",end,,,,,,,,
COLLEMBOLA,Hypogastruridae,Brachystomella momona,Brachystomella,momona,"Christi,nsen & Bellinger, 1992",end,,,,,,,,Ha
COLLEMBOLA,Hypogastruridae,Brachystomella parvula,Brachystomella,parvula,"(Schaeffer, 1896)",adv,,Ka,Oa,,,,,Ha
COLLEMBOLA,Hypogastruridae,Friesea kai,Friesea,kai,"Christiansen & Bellinger, 1992",end,,Ka,Oa,,,,,Ha
COLLEMBOLA,Hypogastruridae,Friesea ninau,Friesea,ninau,"Christiansen & Bellinger, 1992",end,,Ka,Oa,,,,Ma,Ha
COLLEMBOLA,Hypogastruridae,Friesea oleia,Friesea,oleia,"Christiansen & Bellinger, 1992",end,,Ka,,,,,,
COLLEMBOLA,Hypogastruridae,Hypogastrura alba,Hypogastrura,alba,"(Folsom, 1932)",end,,,Oa,,,,,
COLLEMBOLA,Hypogastruridae,Hypogastrura boletivora,Hypogastrura,boletivora,"(Packard, 1873)",adv,,,,Mo,,,,Ha
COLLEMBOLA,Hypogastruridae,Hypogastrura pahiku,Hypogastrura,pahiku,"Christiansen & Bellinger, 1992",end,,,Oa,,,,,Ha
COLLEMBOLA,Hypogastruridae,Neanura aleo,Neanura,aleo,"Christiansen & Bellinger, 1992",end,,,,Mo,,,Ma,
COLLEMBOLA,Hypogastruridae,Neanura capitata,Neanura,capitata,"(Folsom, 1932)",end,,,Oa,,,,,
COLLEMBOLA,Hypogastruridae,Neanura citronella,Neanura,citronella,"Carpenter, 1904",end,,,Oa,,,,Ma,
COLLEMBOLA,Hypogastruridae,Neanura giselae,Neanura,giselae,"Gisin, 1950",adv,,Ka,Oa,Mo,,,Ma,Ha
COLLEMBOLA,Hypogastruridae,Neanura hawaiiensis,Neanura,hawaiiensis,"(Bellinger & Christiansen, 1974)",end,,,,,,,,Ha
COLLEMBOLA,Hypogastruridae,Neanura ili,Neanura,ili,"Christiansen & Bellinger, 1992",end,,,Oa,,,,Ma,Ha
COLLEMBOLA,Hypogastruridae,Neanura muscorum,Neanura,muscorum,"(Templeton, 1835)",adv,,Ka,,,Ln,,Ma,Ha
COLLEMBOLA,Hypogastruridae,Neanura setosa,Neanura,setosa,"Canby, 1926",adv,,,Oa,,,,,
COLLEMBOLA,Hypogastruridae,Odontella kapii,Odontella,kapii,"Christiansen & Bellinger, 1992",end,,Ka,,,,,,
COLLEMBOLA,Hypogastruridae,Odontella uka,Odontella,uka,"Christiansen & Bellinger, 1992",end,,,,,,,,Ha
COLLEMBOLA,Hypogastruridae,Odontella sp.,Odontella,sp.,,end?,,,,,,,,Ha
COLLEMBOLA,Hypogastruridae,Oudemansia esakii,Oudemansia,esakii,"(Kinoshita, 1932)",adv,,,Oa,,,,,
COLLEMBOLA,Hypogastruridae,Paranura nalo,Paranura,nalo,"Christiansen & Bellinger, 1992",end,,,Oa,,,,,
COLLEMBOLA,Hypogastruridae,Pseudachorutes poahi,Pseudachorutes,poahi,"Christiansen & Bellinger, 1992",end,,,,,,,,Ha
COLLEMBOLA,Hypogastruridae,Setanodosa kanalua,Setanodosa,kanalua,"Christiansen & Bellinger, 1992",end,,,,,,,,Ha
