Order,Family,Genus and species,Genus,Species,Author,Status ,notes,Kauai,Oahu,Molokai,Lanai,Kahoolawe,Maui,HawaiiIsland
COLEOPTERA,Scarabaeidae,Euoniticellus africanus,Euoniticellus,africanus,"(Harold, 1873)",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,,,,,,Ha
COLEOPTERA,Scarabaeidae,Euoniticellus intermedius,Euoniticellus,intermedius,"(Reiche, 1847)",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,,,,,,Ha
COLEOPTERA,Scarabaeidae,Oniticellus cinctus,Oniticellus,cinctus,"(Fabricius, 1775)",adv,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,Oa,,,,,
COLEOPTERA,Scarabaeidae,Oniticellus militaris,Oniticellus,militaris,"(Castelnau, 1840)",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",Ka,Oa,,,,,Ha
COLEOPTERA,Scarabaeidae,Onitis alexis,Onitis,alexis,"Klug, 1835",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,,,,,,Ha
COLEOPTERA,Scarabaeidae,Onitis vanderkelleni,Onitis,vanderkelleni,"Lansberge, 1886",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,,,,,,Ha
COLEOPTERA,Scarabaeidae,Onthophagus binodis,Onthophagus,binodis,"(Thunberg, 1818)",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,,,,,,
COLEOPTERA,Scarabaeidae,Onthophagus catta,Onthophagus,catta,"(Fabricius, 1787)",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,Oa,Mo,,,Ma,Ha
COLEOPTERA,Scarabaeidae,Onthophagus foliaceus,Onthophagus,foliaceus,"Lansberge, 1886",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,,,,,,Ha
COLEOPTERA,Scarabaeidae,Onthophagus gazella,Onthophagus,gazella,"(Fabricius, 1787)",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",Ka,Oa,,,,,Ha
COLEOPTERA,Scarabaeidae,Onthophagus incensus,Onthophagus,incensus,"Say, 1835",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,Oa,,,,,Ha
COLEOPTERA,Scarabaeidae,Onthophagus nigriventris,Onthophagus,nigriventris,"D'Orbigny, 1905",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,,,,,,
COLEOPTERA,Scarabaeidae,Onthophagus oklahomensis,Onthophagus,oklahomensis,"Brown, 1927",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,Oa,,,,,
COLEOPTERA,Scarabaeidae,Onthophagus sagittarius,Onthophagus,sagittarius,"(Fabricius, 1775)",adv,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,Oa,Mo,,,,
COLEOPTERA,Scarabaeidae,Onthophagus tuberculifrons,Onthophagus,tuberculifrons,"Harold, 1871",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,Oa,,,,,
COLEOPTERA,Scarabaeidae,Phanaeus daphnis,Phanaeus,daphnis,"Harold, 1863",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",Ka,,Mo,,,,Ha
COLEOPTERA,Scarabaeidae,Pleurophorus micros,Pleurophorus,micros,"(Bates, 1887)",adv?,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,,,,,Ma,
COLEOPTERA,Scarabaeidae,Pleurophorus parvulus,Pleurophorus,parvulus,"(Chevrolet, 1864)",adv?,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,Oa,Mo,Ln,,,
COLEOPTERA,Scarabaeidae,Protaetia fusca,Protaetia,fusca,"(Herbst, 1790)",adv,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Scarabaeidae,Saprosites pygmaeus,Saprosites,pygmaeus,"Harold, 1877",adv,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",Ka,Oa,,,,Ma,
COLEOPTERA,Scarabaeidae,Sisyphus spinipes,Sisyphus,spinipes,"Thunberg, 1818",pur,"can't recall ever seeing scarabs in forest, Gruner 2004 also no scarabs",,,,,,,Ha
COLEOPTERA,Helodidae,Scirtes sp.,Scirtes,sp.,,adv,marsh beetle,Ka,Oa,,,,,
COLEOPTERA,Scolytidae,Coccotrypes advena,Coccotrypes,advena,"Blandford, 1894",adv,palm seed borer,,,,,,,
COLEOPTERA,Scolytidae,Coccotrypes carpophagus,Coccotrypes,carpophagus,"(Hornung, 1842)",adv,palm seed borer,Ka,Oa,,,,,Ha
COLEOPTERA,Scolytidae,Coccotrypes dactyliperda,Coccotrypes,dactyliperda,"(Fabricius, 1801)",adv,palm seed borer,Ka,Oa,,,,Ma,Ha
COLEOPTERA,Scolytidae,Coccotrypes distinctus,Coccotrypes,distinctus,"(Motschulsky, 1866)",adv,palm seed borer,,,,,,,
COLEOPTERA,Scolytidae,Coccotrypes indicus,Coccotrypes,indicus,"(Eggers, 1936)",adv,palm seed borer,,,,,,,
COLEOPTERA,Scolytidae,Coccotrypes persicae,Coccotrypes,persicae,"(Hopkins, 1915)",adv,palm seed borer,,Oa,,,,,Ha
COLEOPTERA,Scolytidae,Cryphalus sylvicola,Cryphalus,sylvicola,"(Perkins, 1900)",adv,,Ka,Oa,,Ln,,Ma,
COLEOPTERA,Scolytidae,Ericryphalus trypanoides,Ericryphalus,trypanoides,"Beeson, 1935",adv,,,Oa,,,,,
COLEOPTERA,Scolytidae,Euwallacea fornicatus,Euwallacea,fornicatus,"(Eichhoff, 1868)",adv,tea shot hole borer,Ka,Oa,Mo,,,Ma,Ha
COLEOPTERA,Scolytidae,Hypocryphalus mangiferae,Hypocryphalus,mangiferae,"(Stebbing, 1914)",adv,,,Oa,,,,,
COLEOPTERA,Scolytidae,Hypothenemus areccae,Hypothenemus,areccae,"(Hornung, 1842)",adv,,,Oa,,,,,
COLEOPTERA,Scolytidae,Hypothenemus birmanus,Hypothenemus,birmanus,"(Eichhoff, 1878)",adv,kiawe scolytid,Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Scolytidae,Hypothenemus crudiae,Hypothenemus,crudiae,"(Panzer, 1791)",adv,,,Oa,,,,,
COLEOPTERA,Scolytidae,Hypothenemus dipterocarpae,Hypothenemus,dipterocarpae,"(Beeson, 1939)",adv,,,Oa,,,,,
COLEOPTERA,Scolytidae,Hypothenemus eruditus,Hypothenemus,eruditus,"(Westwood, 1835)",adv,no dist data,Ka,Oa,,,,Ma,Ha
COLEOPTERA,Scolytidae,Hypothenemus farinosus,Hypothenemus,farinosus,"Blandford, 1896",adv,,,Oa,,,,,
COLEOPTERA,Scolytidae,Hypothenemus griseus,Hypothenemus,griseus,"Blackburn, 1885",end,,,Oa,,,,,
COLEOPTERA,Scolytidae,Hypothenemus hampei,Hypothenemus,hampei,"(Ferrari, 1867)",adv,coffee berry borer,,,,,,,
COLEOPTERA,Scolytidae,Hypothenemus javanus,Hypothenemus,javanus,"Eggers, 1909",adv,,,,Mo,,,,
COLEOPTERA,Scolytidae,Hypothenemus mauiensis,Hypothenemus,mauiensis,"Schedl, 1941",adv,,,Oa,,,,Ma,
COLEOPTERA,Scolytidae,Hypothenemus obscurus,Hypothenemus,obscurus,"(Fabricius, 1792)",adv,tropical nut borer,,,,,,,Ha
COLEOPTERA,Scolytidae,Hypothenemus parallelus,Hypothenemus,parallelus,"(Hopkins, 1915)",adv,,,,,,,,
COLEOPTERA,Scolytidae,Hypothenemus pubescens,Hypothenemus,pubescens,"Hopkins, 1915",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Scolytidae,Hypothenemus pulverulentus,Hypothenemus,pulverulentus,"(Eichhoff, 1871)",adv,,Ka,Oa,,,,,
COLEOPTERA,Scolytidae,Hypothenemus ruficeps,Hypothenemus,ruficeps,"Perkins, 1900",end,,,Oa,,,,Ma,
COLEOPTERA,Scolytidae,Hypothenemus seriatus,Hypothenemus,seriatus,"(Eichhoff, 1871)",adv,,,,,,,,
COLEOPTERA,Scolytidae,Hypothenemus vulgaris,Hypothenemus,vulgaris,"(Schaufuss, 1897)",adv,no dist data,Ka,Oa,,,,,Ha
COLEOPTERA,Scolytidae,Pseudohylesianus sp.,Pseudohylesianus,sp.,,adv,,,Oa,,,,,
COLEOPTERA,Scolytidae,Ptilopodius pacificus,Ptilopodius,pacificus,"Schedl, 1941",adv,,Ka,Oa,,Ln,,,
COLEOPTERA,Scolytidae,Xyleborinus saxeseni,Xyleborinus,saxeseni,"(Ratzeburg, 1837)",adv,"Gruner, 2004-Kohalas",Ka,Oa,,,,Ma,Ha
COLEOPTERA,Scolytidae,Xyleborus affinis,Xyleborus,affinis,"Eichhoff, 1867",adv,,Ka,Oa,,,,Ma,Ha
COLEOPTERA,Scolytidae,Xyleborus agamus,Xyleborus,agamus,"Perkins, 1900",end,"Samuelson 1981-Olaa, Kona",,,,Ln,,Ma,Ha
COLEOPTERA,Scolytidae,Xyleborus arcturus,Xyleborus,arcturus,"Samuelson, 1981",end,FH-Kona,,,,,,,Ha
COLEOPTERA,Scolytidae,Xyleborus dubiosus,Xyleborus,dubiosus,"Perkins, 1900",end,"Samuelson, 1981-hosts etc.",,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Scolytidae,Xyleborus exsectus,Xyleborus,exsectus,"Perkins, 1900",end,,,,,,,Ma,
COLEOPTERA,Scolytidae,Xyleborus ferrugineus,Xyleborus,ferrugineus,"(Fabricius, 1801)",adv,"Samuelson, 1981-hosts etc.",Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Scolytidae,Xyleborus hawaiiensis,Xyleborus,hawaiiensis,"Perkins, 1900",end,,Ka,Oa,,Ln,,Ma,Ha
COLEOPTERA,Scolytidae,Xyleborus hiiaka,Xyleborus,hiiaka,"Samuelson, 1981",end,"Samuelson, 1981-dist all over BI",,,,,,,Ha
COLEOPTERA,Scolytidae,Xyleborus ignobilis,Xyleborus,ignobilis,"Perkins, 1900",end,FH-leeward and windward 2000 ft.,,Oa,,Ln,,Ma,Ha
COLEOPTERA,Scolytidae,Xyleborus intenjectus,Xyleborus,intenjectus,"Blandford, 1894",adv,,,Oa,,,,,
COLEOPTERA,Scolytidae,Xyleborus kauaiensis,Xyleborus,kauaiensis,"Perkins, 1900",end,"specimens from the island of Hawaii may be a separate species (Samuelson, 1981), Ha spec hiiaka, Ha removed from DB, also Oa, no idea where that came from",Ka,,,,,,
COLEOPTERA,Scolytidae,Xyleborus lanaiensis,Xyleborus,lanaiensis,"Perkins, 1900",end,"Samuelson, 1981-no mention Ha, removed from DB",,Oa,,Ln,,,
COLEOPTERA,Scolytidae,Xyleborus littoralis,Xyleborus,littoralis,"Perkins, 1900",end,,,,Mo,,,,
COLEOPTERA,Scolytidae,Xyleborus mauiensis,Xyleborus,mauiensis,"Perkins, 1900",end,,,,Mo,,,Ma,
COLEOPTERA,Scolytidae,Xyleborus molokaiensis,Xyleborus,molokaiensis,"Perkins, 1900",end,,,Oa,Mo,Ln,,Ma,
COLEOPTERA,Scolytidae,Xyleborus nubilus,Xyleborus,nubilus,"Samuelson, 1981",end,,,,,,,,Ha
COLEOPTERA,Scolytidae,Xyleborus oahuensis,Xyleborus,oahuensis,"Perkins, 1900",end,,,,,,,,
COLEOPTERA,Scolytidae,Xyleborus pele,Xyleborus,pele,"Samuelson, 1981",end,,,,,,,,Ha
COLEOPTERA,Scolytidae,Xyleborus perforans,Xyleborus,perforans,"(Wollaston, 1857)",adv,2000 ft,Ka,Oa,,,,Ma,Ha
COLEOPTERA,Scolytidae,Xyleborus pleiades,Xyleborus,pleiades,"Samuelson, 1981",end,,,,,,,Ma,
COLEOPTERA,Scolytidae,Xyleborus rugatus,Xyleborus,rugatus,"Blackburn, 1885",end,,Ka,Oa,,,,,
COLEOPTERA,Scolytidae,Xyleborus scabratus,Xyleborus,scabratus,"Schedl, 1941",end,,,Oa,,,,,
COLEOPTERA,Scolytidae,Xyleborus simillimus,Xyleborus,simillimus,"Perkins, 1900",end,"Gruner, 2004, Laupahoehoe",,,,,,,Ha
COLEOPTERA,Scolytidae,Xyleborus spinulosus,Xyleborus,spinulosus,"Blandford, 1898",adv,,,Oa,,,,,
COLEOPTERA,Scolytidae,Xyleborus tantalus,Xyleborus,tantalus,"Schedl, 1941",end,FH-X. obliquus,,Oa,,,,,Ha
COLEOPTERA,Scolytidae,Xyleborus volvulus,Xyleborus,volvulus,"(Fabricius, 1794)",adv,,,,,,,,
COLEOPTERA,Scolytidae,Xyleborus vulcanus,Xyleborus,vulcanus,"Perkins, 1900",end,FH-Kilauea,Ka,Oa,,Ln,,Ma,Ha
COLEOPTERA,Scolytidae,Xylosandrus compactus,Xylosandrus,compactus,"(Eichhoff, 1875)",adv,black twig borer,Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Scolytidae,Xylosandrus crassiusculus,Xylosandrus,crassiusculus,"(Motschulsky, 1866)",adv,,Ka,Oa,,,,Ma,Ha
COLEOPTERA,Scydmaenidae,Cephennodes zwaluwenburgi,Cephennodes,zwaluwenburgi,"Zimmerman, 1942",adv,,,Oa,,,,,
COLEOPTERA,Silvanidae,Ahasverus advena,Ahasverus,advena,"(Waltl, 1834)",adv,,,Oa,,,,,
COLEOPTERA,Silvanidae,Cryptamorpha desjardinsii,Cryptamorpha,desjardinsii,"(Guerin-Meneville, 1844)",pur,common all over. correct spelling desjardinsii with 2 i's,Ka,Oa,Mo,Ln,,,Ha
COLEOPTERA,Silvanidae,Monanus brevicornis,Monanus,brevicornis,"Blackburn, 1885",end,,,Oa,,,,,
COLEOPTERA,Silvanidae,Monanus crenatus,Monanus,crenatus,"Sharp, 1879",end,,,Oa,,,,,
COLEOPTERA,Silvanidae,Nausibius clavicornis,Nausibius,clavicornis,"(Kugelann, 1794)",adv,,Ka,Oa,,,,,
COLEOPTERA,Silvanidae,Oryzaephilus mercator,Oryzaephilus,mercator,"(Fauvel, 1889)",adv,,,Oa,,,,,
COLEOPTERA,Silvanidae,Oryzaephilus surinamensis,Oryzaephilus,surinamensis,"(Linnaeus, 1758)",adv,,Ka,Oa,,Ln,,,
COLEOPTERA,Silvanidae,Psammoechus insularis,Psammoechus,insularis,"(Sharp, 1885)",adv,,Ka,Oa,,,,,Ha
COLEOPTERA,Silvanidae,Psammoechus pallidipennis,Psammoechus,pallidipennis,"(Blackburn, 1885)",adv,,,Oa,,,,,
COLEOPTERA,Silvanidae,Silvanus bidentatus,Silvanus,bidentatus,"(Fabricius, 1792)",adv,,,Oa,,,,,
COLEOPTERA,Silvanidae,Silvanus planatus,Silvanus,planatus,"Germar, 1824",adv,,,Oa,,,,,
COLEOPTERA,Silvanidae,Silvanus unidentatus,Silvanus,unidentatus,"(Fabricius, 1792)",adv,,,,,,,,
COLEOPTERA,Staphylinidae,Aleochara puberula,Aleochara,puberula,"Klug, 1834",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Anotylus nitidifrons,Anotylus,nitidifrons,"(Wollaston, 1871)",adv,,Ka,Oa,Mo,Ln,,,
COLEOPTERA,Staphylinidae,Anotylus exiguus,Anotylus,exiguus,"(Erichson, 1840)",adv,"can't find any direct reference to Ha, Gruner, 2004 found 2 Anotylus spp.",,Oa,,,,,Ha
COLEOPTERA,Staphylinidae,Anotylus pygmaeus,Anotylus,pygmaeus,"(Kraatz, 1859)",adv,junior synonym of Anotylus exiguus,,Oa,,,,,Ha
COLEOPTERA,Staphylinidae,Anotylus vinsoni,Anotylus,vinsoni,"(Cameron, 1936)",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Dalotia coriaria,Dalotia,coriaria,"(Kraatz, 1856)",adv,"Gruner, 2004-HAVO Halini Pali area",Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Staphylinidae,Atheta coriaria,Atheta,coriaria,"(Kraatz, 1856)",adv,junior synonym of Dalotia coriaria,Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Staphylinidae,Atheta dilutipennis,Atheta,dilutipennis,"Motschulsky, 1858",adv,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Atheta olaae,Atheta,olaae,"Sharp, 1908",end,FH-Olaa,,,,,,,Ha
COLEOPTERA,Staphylinidae,Belonuchus ephippiatus,Belonuchus,ephippiatus,"(Say, 1834)",adv,,,Oa,Mo,,,,
COLEOPTERA,Staphylinidae,Cafius nauticus,Cafius,nauticus,"(Fairmaire, 1849)",adv,,,,,,,Ma,
COLEOPTERA,Staphylinidae,Carpelimus abdominalis,Carpelimus,abdominalis,"(Sharp, 1880)",end,,,Oa,Mo,,,,
COLEOPTERA,Staphylinidae,Carpelimus fontinalis,Carpelimus,fontinalis,"(Sharp, 1880)",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Carpelimus fulvipes,Carpelimus,fulvipes,"(Erichson, 1840)",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Carpelimus sp.,Carpelimus,sp.,,?,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Clavilispinus exiguus,Clavilispinus,exiguus,"(Erichson, 1840)",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Creophilus erythrocephalus,Creophilus,erythrocephalus,"(Fabricius, 1775)",pur,"L from head shot on google, 5mm wide!",Ka,Oa,Mo,,,Ma,Ha
COLEOPTERA,Staphylinidae,Creophilus maxillosus,Creophilus,maxillosus,"(Linnaeus, 1758)",adv,FH-widely distributed though I have never seen in forest?; hairy rove beetle,Ka,Oa,,Ln,,Ma,Ha
COLEOPTERA,Staphylinidae,Cryptobium curtipenne,Cryptobium,curtipenne,"Bernhauer & Schubert, 1912",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Diestota aberrans,Diestota,aberrans,"Sharp, 1908",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Diestota angustifrons,Diestota,angustifrons,"Sharp, 1908",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Diestota athetiformis,Diestota,athetiformis,"Sharp, 1908",end,,,,,Ln,,,
COLEOPTERA,Staphylinidae,Diestota carinata,Diestota,carinata,"Sharp, 1880",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Diestota clavicornis,Diestota,clavicornis,"Sharp, 1908",end,,,,,,,Ma,
COLEOPTERA,Staphylinidae,Diestota crassicornis,Diestota,crassicornis,"Sharp, 1908",end,,,,,,,Ma,
COLEOPTERA,Staphylinidae,Diestota currax,Diestota,currax,"Sharp, 1908",end,,,,,Ln,,,
COLEOPTERA,Staphylinidae,Diestota frontalis,Diestota,frontalis,"Sharp, 1908",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Diestota incognita,Diestota,incognita,"Blackburn, 1885",end,1885-Waimea,,,,,,,Ha
COLEOPTERA,Staphylinidae,Diestota kauaiensis,Diestota,kauaiensis,"Sharp, 1908",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Diestota lanaiensis,Diestota,lanaiensis,"Sharp, 1908",end,,,,,Ln,,,
COLEOPTERA,Staphylinidae,Diestota latifrons,Diestota,latifrons,"Sharp, 1880",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Diestota latiuscula,Diestota,latiuscula,"Sharp, 1908",end,,,,Mo,,,,
COLEOPTERA,Staphylinidae,Diestota lurida,Diestota,lurida,"Sharp, 1908",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Diestota mauiensis,Diestota,mauiensis,"Sharp, 1908",end,,,,,,,Ma,
COLEOPTERA,Staphylinidae,Diestota molokaiensis,Diestota,molokaiensis,"Sharp, 1908",end,,,,Mo,,,,
COLEOPTERA,Staphylinidae,Diestota montana,Diestota,montana,"Blackburn, 1885",end,"FH-Hilo 2000, tree Lobelia stem, Waimea",,,,,,,Ha
COLEOPTERA,Staphylinidae,Diestota occidentalis,Diestota,occidentalis,"Sharp, 1908",end,,,,,,,Ma,
COLEOPTERA,Staphylinidae,Diestota palpalis,Diestota,palpalis,"Sharp, 1880",end,FH-near Kilauea Crater,,,,,,,Ha
COLEOPTERA,Staphylinidae,Diestota parva,Diestota,parva,"Sharp, 1880",end,"FH-Hilo 2000, tree Lobelia stem, Kaumana 2000ft.",Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Staphylinidae,Diestota plana,Diestota,plana,"Sharp, 1880",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Diestota puncticeps,Diestota,puncticeps,"Sharp, 1880",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Diestota robusta,Diestota,robusta,"Sharp, 1908",end,"FH-Hilo 2000, tree Lobelia stem, Kaumana 2000ft.",,,,,,,Ha
COLEOPTERA,Staphylinidae,Diestota rufescens,Diestota,rufescens,"Sharp, 1880",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Diestota sculpturata,Diestota,sculpturata,"Sharp, 1908",end,"FH-Hilo 2000, tree Lobelia stem",,,,,,,Ha
COLEOPTERA,Staphylinidae,Diestota sordida,Diestota,sordida,"Sharp, 1908",end,,,,,Ln,,,
COLEOPTERA,Staphylinidae,Diestota subplagiata,Diestota,subplagiata,"Sharp, 1908",end,,,,,Ln,,,
COLEOPTERA,Staphylinidae,Diestota testacea,Diestota,testacea,"(Kraatz, 1859)",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Diestota trogophleoides,Diestota,trogophleoides,"Sharp, 1908",end,,,,Mo,,,,
COLEOPTERA,Staphylinidae,Eudiestota grandis,Eudiestota,grandis,"Sharp, 1908",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Eusipalia brachyptera,Eusipalia,brachyptera,"Sharp, 1908",end,,,,,,,Ma,
COLEOPTERA,Staphylinidae,Falagria concinna,Falagria,concinna,"Erichson, 1840",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Gabrius nigritulus,Gabrius,nigritulus,"(Gravenhorst, 1802)",adv,"L is a guess, Philonthines are common in forest",Ka,Oa,Mo,Ln,,Ma,Ha
COLEOPTERA,Staphylinidae,Holocorynus discedens,Holocorynus,discedens,"(Sharp, 1880)",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Holocorynus subdepressus,Holocorynus,subdepressus,"Sharp, 1908",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Leurocorynus cephalotes,Leurocorynus,cephalotes,"Sharp, 1908",end,"FH-vague localities except Kauai, drier? Now extremely rare? Could find no other reference, i.e. ""notes and exhibitions"", Gruner, 2004, etc.",Ka,Oa,Mo,Ln,,,Ha
COLEOPTERA,Staphylinidae,Liophaena centralis,Liophaena,centralis,"Sharp, 1908",end,,,,Mo,Ln,,Ma,
COLEOPTERA,Staphylinidae,Liophaena gracilipes,Liophaena,gracilipes,"Sharp, 1880",end,"FH-Hualalai, Kona, Kilauea",,,,,,,Ha
COLEOPTERA,Staphylinidae,Liophaena oahuensis,Liophaena,oahuensis,"Sharp, 1908",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Lispinodes crassus,Lispinodes,crassus,"Sharp, 1908",end,,,,,,,Ma,
COLEOPTERA,Staphylinidae,Lispinodes explicandus,Lispinodes,explicandus,"Sharp, 1880",end,"FH-one specimen Hualalai, may be different species...",,Oa,,Ln,,,Ha
COLEOPTERA,Staphylinidae,Lispinodes germanus,Lispinodes,germanus,"Sharp, 1908",end,"FH-Hilo 2000, tree Lobelia stem",,,,,,,Ha
COLEOPTERA,Staphylinidae,Lispinodes hawaiiensis,Lispinodes,hawaiiensis,"Sharp, 1908",end,"FH-Hilo, under koa bark 2000",,,,,,,Ha
COLEOPTERA,Staphylinidae,Lispinodes kauaiensis,Lispinodes,kauaiensis,"Sharp, 1908",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Lispinodes mauiensis,Lispinodes,mauiensis,"Sharp, 1908",end,,,,,,,Ma,
COLEOPTERA,Staphylinidae,Lispinodes molokaiensis,Lispinodes,molokaiensis,"Sharp, 1908",end,,,,Mo,,,,
COLEOPTERA,Staphylinidae,Lispinodes obscurus,Lispinodes,obscurus,"Sharp, 1908",end,,,,Mo,,,,
COLEOPTERA,Staphylinidae,Lispinodes oxytelinus,Lispinodes,oxytelinus,"Sharp, 1908",end,,,,,Ln,,,
COLEOPTERA,Staphylinidae,Lispinodes pallidus,Lispinodes,pallidus,"Sharp, 1908",end,,,,,Ln,,,
COLEOPTERA,Staphylinidae,Lispinus quadratus,Lispinus,quadratus,"(Blackburn, 1885)",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Lithocharis ochracea,Lithocharis,ochracea,"(Gravenhorst, 1802)",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Lithocharis vilis,Lithocharis,vilis,"Kraatz, 1859",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Medon celebensis,Medon,celebensis,"Sharp, 1908",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Myllaena apetina,Myllaena,apetina,"Sharp, 1908",end,"FH-1 specimen ""Vol"", Sharp thought meant Volcano, added Ha to DB, ",,,,,,,Ha
COLEOPTERA,Staphylinidae,Myllaena cognata,Myllaena,cognata,"Sharp, 1908",end,"FH-Hilo, decaying Lobelia stem, 2000ft, Hilo 1800ft, Kaumana, Hilo, 2000ft",,,,,,,Ha
COLEOPTERA,Staphylinidae,Myllaena curtipes,Myllaena,curtipes,"Sharp, 1880",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Myllaena discedens,Myllaena,discedens,"Sharp, 1880",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Myllaena familiaris,Myllaena,familiaris,"Sharp, 1880",end,,,Oa,Mo,,,,
COLEOPTERA,Staphylinidae,Myllaena haleakalae,Myllaena,haleakalae,"Sharp, 1908",end,,,,,,,Ma,
COLEOPTERA,Staphylinidae,Myllaena oahuensis,Myllaena,oahuensis,"Blackburn, 1885",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Myllaena oxypodina,Myllaena,oxypodina,"Sharp, 1908",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Myllaena pacifica,Myllaena,pacifica,"Blackburn, 1885",end,"FH-could be same as M. cognata, 1 specimen Mauna Loa 4000ft, Freycinetia flower",,,,,,,Ha
COLEOPTERA,Staphylinidae,Myllaena rufescens,Myllaena,rufescens,"Sharp, 1908",end,,Ka,,,,,,
COLEOPTERA,Staphylinidae,Myllaena vicina,Myllaena,vicina,"Sharp, 1880",end,,Ka,Oa,Mo,,,Ma,
COLEOPTERA,Staphylinidae,Myrmecopora pumila,Myrmecopora,pumila,"(Sharp, 1880)",end,,,,Mo,,,Ma,
COLEOPTERA,Staphylinidae,Nacaeus impressicollis,Nacaeus,impressicollis,"(Motschulsky, 1857)",adv,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Nesomedon brunnescens,Nesomedon,brunnescens,"Sharp, 1908",end,,Ka,,Mo,,,Ma,
COLEOPTERA,Staphylinidae,Nesomedon oahuensis,Nesomedon,oahuensis,"Sharp, 1908",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Nesomedon quadratus,Nesomedon,quadratus,"Sharp, 1908",end,FH-Olaa,,,,,,,Ha
COLEOPTERA,Staphylinidae,Nesomedon sp.,Nesomedon,sp.,,end,"From Howarth et al., 1994.",,,,,,,Ha
COLEOPTERA,Staphylinidae,Oligota adpropinquans,Oligota,adpropinquans,"Sharp, 1908",end,,,Oa,,,,,
COLEOPTERA,Staphylinidae,Oligota aethiops,Oligota,aethiops,"Sharp, 1908",end,"FH-Kilauea; Gruner, 2004-6 Oligota spp.",,,,,,,Ha
